running on 6718 samples
training model...
trained model...
sample 1 correct, score = 0.227369
sample 5573 correct, score = 0.195576
sample 5574 correct/failed threshold, score = 0.605524
sample 5575 correct/failed threshold, score = 0.598595
sample 5576 correct, score = 0.438755
sample 5577 correct/failed threshold, score = 0.600092
sample 5578 no tones detected, score = 0.561419
sample 5579 incorrect/failed threshold, score = 0.605188
sample 5580 correct, score = 0.319572
sample 5581 incorrect/failed threshold, score = 0.603436
sample 5582 no tones detected, score = 0.564322
sample 5583 correct, score = 0.488384
sample 5584 correct, score = 0.556820
sample 5585 correct, score = 0.489266
sample 5586 no tones detected, score = 0.548746
sample 5587 correct, score = 0.345447
sample 5588 incorrect/failed threshold, score = 0.592403
sample 5589 correct/failed threshold, score = 0.609752
sample 5590 incorrect/failed threshold, score = 0.633295
sample 5591 correct, score = 0.543548
sample 5592 incorrect/failed threshold, score = 0.596283
sample 5593 correct, score = 0.373419
sample 5594 incorrect/failed threshold, score = 0.615130
sample 5595 correct, score = 0.399482
sample 5596 no tones detected, score = 0.578378
sample 5597 correct, score = 0.569086
sample 5598 correct, score = 0.505028
sample 5599 correct, score = 0.423669
sample 5600 incorrect/failed threshold, score = 0.621633
sample 5601 no tones detected, score = 0.566952
sample 5602 no tones detected, score = 0.546379
sample 5603 incorrect/failed threshold, score = 0.586678
sample 5604 tone not detected, 1 false positives, score = 0.517834
sample 5605 tone not detected, 1 false positives, score = 0.499934
sample 5606 incorrect/failed threshold, score = 0.624243
sample 5607 correct, score = 0.514374
sample 5608 incorrect/failed threshold, score = 0.604804
sample 5609 no tones detected, score = 0.558872
sample 5610 correct, score = 0.558198
sample 5611 incorrect/failed threshold, score = 0.626216
sample 5612 correct, score = 0.425210
sample 5613 correct, score = 0.563884
sample 5614 no tones detected, score = 0.576967
sample 5615 no tones detected, score = 0.565892
sample 5616 no tones detected, score = 0.545147
sample 5617 incorrect/failed threshold, score = 0.603485
sample 5618 incorrect/failed threshold, score = 0.641833
sample 5619 no tones detected, score = 0.571278
sample 5620 no tones detected, score = 0.538547
sample 5621 incorrect/failed threshold, score = 0.607454
sample 5622 no tones detected, score = 0.556587
sample 5623 correct/failed threshold, score = 0.580469
sample 5624 incorrect/failed threshold, score = 0.602773
sample 5625 incorrect/failed threshold, score = 0.619636
sample 5626 no tones detected, score = 0.544369
sample 5627 incorrect/failed threshold, score = 0.605513
sample 5628 correct, score = 0.144892
sample 5629 correct/failed threshold, score = 0.599655
sample 5630 correct, score = 0.311081
sample 5631 incorrect/failed threshold, score = 0.589658
sample 5632 correct/failed threshold, score = 0.603248
sample 5633 correct, score = 0.471151
sample 5634 no tones detected, score = 0.576652
sample 5635 no tones detected, score = 0.570425
sample 5636 no tones detected, score = 0.579789
sample 5637 incorrect/failed threshold, score = 0.594958
sample 5638 correct/failed threshold, score = 0.597229
sample 5639 no tones detected, score = 0.578957
sample 5640 incorrect/failed threshold, score = 0.593424
sample 5641 tone not detected, 1 false positives, score = 0.183155
sample 5642 correct, score = 0.357076
sample 5643 correct, score = 0.323449
sample 5644 correct, score = 0.579193
sample 5645 correct/failed threshold, score = 0.616260
sample 5646 correct, score = 0.229360
sample 5647 tone not detected, 1 false positives, score = 0.308320
sample 5648 no tones detected, score = 0.575406
sample 5649 correct, score = 0.192096
sample 5650 correct, score = 0.563988
sample 5651 incorrect/failed threshold, score = 0.595386
sample 5652 incorrect/failed threshold, score = 0.590353
sample 5653 correct, score = 0.571689
sample 5654 correct, score = 0.263481
sample 5655 incorrect/failed threshold, score = 0.600207
sample 5656 correct, score = 0.575044
sample 5657 correct, score = 0.419117
sample 5658 incorrect/failed threshold, score = 0.604188
sample 5659 correct/failed threshold, score = 0.595693
sample 5660 correct, score = 0.524425
sample 5661 incorrect/failed threshold, score = 0.768702
sample 5662 tone not detected, 1 false positives, score = 0.517550
sample 5663 no tones detected, score = 0.577561
sample 5664 incorrect/failed threshold, score = 0.630223
sample 5665 tone not detected, 1 false positives, score = 0.569226
sample 5666 correct, score = 0.463783
sample 5667 incorrect/failed threshold, score = 0.613087
sample 5668 correct/failed threshold, score = 0.637497
sample 5669 correct/failed threshold, score = 0.610073
sample 5670 incorrect/failed threshold, score = 0.610439
sample 5671 incorrect/failed threshold, score = 0.599915
sample 5672 incorrect/failed threshold, score = 0.581340
sample 5673 correct/failed threshold, score = 0.589307
sample 5674 correct, score = 0.429501
sample 5675 incorrect/failed threshold, score = 0.602732
sample 5676 incorrect/failed threshold, score = 0.602098
sample 5677 correct, score = 0.398338
sample 5678 correct, score = 0.441330
sample 5679 correct/failed threshold, score = 0.583522
sample 5680 correct, score = 0.562475
sample 5681 correct, score = 0.320484
sample 5682 correct/failed threshold, score = 0.665496
sample 5683 correct, score = 0.381811
sample 5684 incorrect/failed threshold, score = 0.612695
sample 5685 correct, score = 0.523970
sample 5686 incorrect/failed threshold, score = 0.587636
sample 5687 correct, score = 0.169014
sample 5688 correct, score = 0.549197
sample 5689 correct, score = 0.252751
sample 5690 correct, score = 0.455614
sample 5691 incorrect/failed threshold, score = 0.614595
sample 5692 correct, score = 0.161572
sample 5693 correct/failed threshold, score = 0.603302
sample 5694 correct, score = 0.574957
sample 5695 correct, score = 0.559604
sample 5696 correct, score = 0.545928
sample 5697 incorrect/failed threshold, score = 0.580144
sample 5698 incorrect/failed threshold, score = 0.583556
sample 5699 correct, score = 0.232908
sample 5700 correct/failed threshold, score = 0.614304
sample 5701 correct, score = 0.363116
sample 5702 correct, score = 0.524072
sample 5703 correct, score = 0.515470
sample 5704 correct, score = 0.413169
sample 5705 correct, score = 0.463895
sample 5706 no tones detected, score = 0.559058
sample 5707 correct, score = 0.392629
sample 5708 incorrect/failed threshold, score = 0.597062
sample 5709 incorrect/failed threshold, score = 0.653959
sample 5710 incorrect/failed threshold, score = 0.595982
sample 5711 correct, score = 0.341412
sample 5712 no tones detected, score = 0.542422
sample 5713 no tones detected, score = 0.567685
sample 5714 correct, score = 0.347662
sample 5715 no tones detected, score = 0.577457
sample 5716 correct, score = 0.562462
sample 5717 correct, score = 0.546593
sample 5718 correct, score = 0.478329
sample 5719 correct, score = 0.490218
sample 5720 correct, score = 0.546413
sample 5721 incorrect/failed threshold, score = 0.586502
sample 5722 correct, score = 0.199124
sample 5723 correct/failed threshold, score = 0.602158
sample 5724 correct, score = 0.227326
sample 5725 incorrect/failed threshold, score = 0.634276
sample 5726 tone not detected, 1 false positives, score = 0.550476
sample 5727 correct, score = 0.425979
sample 5728 correct, score = 0.490197
sample 5729 incorrect/failed threshold, score = 0.619062
sample 5730 correct/failed threshold, score = 0.581974
sample 5731 incorrect/failed threshold, score = 0.626018
sample 5732 correct/failed threshold, score = 0.591691
sample 5733 correct, score = 0.315394
sample 5734 correct, score = 0.173370
sample 5735 incorrect/failed threshold, score = 0.611442
sample 5736 no tones detected, score = 0.552775
sample 5737 incorrect/failed threshold, score = 0.627212
sample 5738 correct/failed threshold, score = 0.623446
sample 5739 incorrect/failed threshold, score = 0.601196
sample 5740 no tones detected, score = 0.574689
sample 5741 correct, score = 0.177760
sample 5742 incorrect/failed threshold, score = 0.608825
sample 5743 no tones detected, score = 0.563072
sample 5744 incorrect/failed threshold, score = 0.589643
sample 5745 correct, score = 0.538114
sample 5746 incorrect/failed threshold, score = 0.619225
sample 5747 no tones detected, score = 0.579154
sample 5748 incorrect/failed threshold, score = 0.595375
sample 5749 correct, score = 0.180665
sample 5750 correct/failed threshold, score = 0.619549
sample 5751 incorrect/failed threshold, score = 0.627069
sample 5752 no tones detected, score = 0.572747
sample 5753 tone not detected, 1 false positives, score = 0.576449
sample 5754 tone not detected, 1 false positives, score = 0.569772
sample 5755 incorrect/failed threshold, score = 0.589367
sample 5756 incorrect/failed threshold, score = 0.611394
sample 5757 correct/failed threshold, score = 0.594642
sample 5758 incorrect/failed threshold, score = 0.611583
sample 5759 incorrect/failed threshold, score = 0.604241
sample 5760 correct, score = 0.462392
sample 5761 incorrect/failed threshold, score = 0.652628
sample 5762 correct, score = 0.213395
sample 5763 correct, score = 0.551624
sample 5764 correct, score = 0.518104
sample 5765 no tones detected, score = 0.564264
sample 5766 no tones detected, score = 0.563680
sample 5767 no tones detected, score = 0.541083
sample 5768 no tones detected, score = 0.574189
sample 5769 no tones detected, score = 0.549821
sample 5770 no tones detected, score = 0.574107
sample 5771 incorrect/failed threshold, score = 0.606625
sample 5772 correct/failed threshold, score = 0.602024
sample 5773 correct, score = 0.525884
sample 5774 correct, score = 0.575882
sample 5775 correct, score = 0.556921
sample 5776 correct/failed threshold, score = 0.596104
sample 5777 incorrect/failed threshold, score = 0.611594
sample 5778 incorrect/failed threshold, score = 0.618353
sample 5779 correct, score = 0.257221
sample 5780 tone not detected, 1 false positives, score = 0.377830
sample 5781 incorrect/failed threshold, score = 0.589252
sample 5782 no tones detected, score = 0.566769
sample 5783 correct, score = 0.436174
sample 5784 incorrect/failed threshold, score = 0.611906
sample 5785 correct, score = 0.417320
sample 5786 incorrect/failed threshold, score = 0.637817
sample 5787 incorrect/failed threshold, score = 0.614458
sample 5788 correct, score = 0.479773
sample 5789 incorrect/failed threshold, score = 0.667278
sample 5790 correct, score = 0.173043
sample 5791 correct, score = 0.514887
sample 5792 correct, score = 0.286003
sample 5793 no tones detected, score = 0.553412
sample 5794 correct, score = 0.513478
sample 5795 no tones detected, score = 0.579341
sample 5796 no tones detected, score = 0.558581
sample 5797 correct, score = 0.477037
sample 5798 incorrect/failed threshold, score = 0.598462
sample 5799 correct, score = 0.403993
sample 5800 incorrect/failed threshold, score = 0.587385
sample 5801 incorrect/failed threshold, score = 0.625208
sample 5802 correct, score = 0.413031
sample 5803 incorrect/failed threshold, score = 0.625311
sample 5804 incorrect/failed threshold, score = 0.585003
sample 5805 correct, score = 0.481793
sample 5806 incorrect/failed threshold, score = 0.601822
sample 5807 correct, score = 0.557837
sample 5808 incorrect/failed threshold, score = 0.619867
sample 5809 incorrect/failed threshold, score = 0.592200
sample 5810 correct, score = 0.303399
sample 5811 correct, score = 0.484907
sample 5812 incorrect/failed threshold, score = 0.609385
sample 5813 incorrect/failed threshold, score = 0.595595
sample 5814 incorrect/failed threshold, score = 0.619197
sample 5815 no tones detected, score = 0.570683
sample 5816 correct, score = 0.352533
sample 5817 correct, score = 0.572088
sample 5818 correct/failed threshold, score = 0.614205
sample 5819 correct, score = 0.510548
sample 5820 no tones detected, score = 0.578019
sample 5821 correct, score = 0.488640
sample 5822 incorrect/failed threshold, score = 0.594474
sample 5823 correct, score = 0.320685
sample 5824 incorrect/failed threshold, score = 0.604488
sample 5825 correct, score = 0.578735
sample 5826 incorrect/failed threshold, score = 0.618712
sample 5827 correct, score = 0.517519
sample 5828 incorrect/failed threshold, score = 0.613080
sample 5829 correct, score = 0.423203
sample 5830 correct, score = 0.477744
sample 5831 incorrect/failed threshold, score = 0.612756
sample 5832 correct/failed threshold, score = 0.643674
sample 5833 correct/failed threshold, score = 0.588171
sample 5834 correct, score = 0.514517
sample 5835 incorrect/failed threshold, score = 0.587333
sample 5836 correct, score = 0.235127
sample 5837 correct, score = 0.527414
sample 5838 correct/failed threshold, score = 0.649093
sample 5839 correct, score = 0.429273
sample 5840 correct/failed threshold, score = 0.584690
sample 5841 correct, score = 0.390336
sample 5842 correct, score = 0.330747
sample 5843 correct/failed threshold, score = 0.610124
sample 5844 correct/failed threshold, score = 0.580912
sample 5845 correct, score = 0.186249
sample 5846 correct, score = 0.577388
sample 5847 correct, score = 0.466223
sample 5848 correct, score = 0.516819
sample 5849 incorrect/failed threshold, score = 0.617440
sample 5850 correct, score = 0.550881
sample 5851 incorrect/failed threshold, score = 0.611198
sample 5852 correct, score = 0.458465
sample 5853 correct/failed threshold, score = 0.630652
sample 5854 incorrect/failed threshold, score = 0.599876
sample 5855 correct, score = 0.364333
sample 5856 correct, score = 0.491036
sample 5857 incorrect/failed threshold, score = 0.594696
sample 5858 correct, score = 0.557511
sample 5859 incorrect/failed threshold, score = 0.608919
sample 5860 incorrect/failed threshold, score = 0.613899
sample 5861 correct, score = 0.143894
sample 5862 tone not detected, 1 false positives, score = 0.502310
sample 5863 no tones detected, score = 0.578476
sample 5864 incorrect/failed threshold, score = 0.614480
sample 5865 incorrect/failed threshold, score = 0.596029
sample 5866 incorrect/failed threshold, score = 0.583601
sample 5867 correct/failed threshold, score = 0.606730
sample 5868 correct, score = 0.402084
sample 5869 no tones detected, score = 0.573803
sample 5870 no tones detected, score = 0.572124
sample 5871 correct, score = 0.546810
sample 5872 correct, score = 0.388511
sample 5873 incorrect/failed threshold, score = 0.583519
sample 5874 correct, score = 0.472100
sample 5875 correct/failed threshold, score = 0.604307
sample 5876 correct, score = 0.501255
sample 5877 incorrect/failed threshold, score = 0.596301
sample 5878 correct, score = 0.408715
sample 5879 correct, score = 0.118255
sample 5880 no tones detected, score = 0.565132
sample 5881 correct, score = 0.383764
sample 5882 correct, score = 0.094333
sample 5883 correct, score = 0.571183
sample 5884 correct, score = 0.564334
sample 5885 correct/failed threshold, score = 0.585492
sample 5886 no tones detected, score = 0.576284
sample 5887 no tones detected, score = 0.570664
sample 5888 correct, score = 0.474612
sample 5889 correct, score = 0.231600
sample 5890 correct, score = 0.544827
sample 5891 correct/failed threshold, score = 0.629855
sample 5892 correct/failed threshold, score = 0.581886
sample 5893 incorrect/failed threshold, score = 0.581239
sample 5894 no tones detected, score = 0.562719
sample 5895 correct, score = 0.559047
sample 5896 correct, score = 0.531891
sample 5897 incorrect/failed threshold, score = 0.583252
sample 5898 no tones detected, score = 0.552011
sample 5899 tone not detected, 1 false positives, score = 0.298642
sample 5900 correct, score = 0.475857
sample 5901 incorrect/failed threshold, score = 0.622336
sample 5902 no tones detected, score = 0.552588
sample 5903 incorrect/failed threshold, score = 0.581699
sample 5904 tone not detected, 1 false positives, score = 0.572266
sample 5905 correct, score = 0.444583
sample 5906 incorrect/failed threshold, score = 0.637204
sample 5907 correct, score = 0.453143
sample 5908 correct, score = 0.557646
sample 5909 incorrect/failed threshold, score = 0.610492
sample 5910 incorrect/failed threshold, score = 0.611737
sample 5911 tone not detected, 1 false positives, score = 0.215319
sample 5912 correct, score = 0.508932
sample 5913 incorrect/failed threshold, score = 0.606662
sample 5914 correct, score = 0.193898
sample 5915 correct/failed threshold, score = 0.583189
sample 5916 correct, score = 0.508553
sample 5917 incorrect/failed threshold, score = 0.614235
sample 5918 correct, score = 0.490163
sample 5919 incorrect/failed threshold, score = 0.584850
sample 5920 incorrect/failed threshold, score = 0.601733
sample 5921 correct, score = 0.572248
sample 5922 incorrect/failed threshold, score = 0.610706
sample 5923 correct, score = 0.560421
sample 5924 incorrect/failed threshold, score = 0.586157
sample 5925 incorrect/failed threshold, score = 0.590193
sample 5926 correct, score = 0.468304
sample 5927 tone not detected, 1 false positives, score = 0.468513
sample 5928 incorrect/failed threshold, score = 0.596595
sample 5929 correct, score = 0.407011
sample 5930 correct/failed threshold, score = 0.587328
sample 5931 correct, score = 0.383587
sample 5932 incorrect/failed threshold, score = 0.602278
sample 5933 correct, score = 0.407702
sample 5934 correct, score = 0.565525
sample 5935 incorrect/failed threshold, score = 0.589611
sample 5936 correct, score = 0.225701
sample 5937 incorrect/failed threshold, score = 0.601956
sample 5938 correct, score = 0.408096
sample 5939 incorrect/failed threshold, score = 0.583507
sample 5940 incorrect/failed threshold, score = 0.598379
sample 5941 no tones detected, score = 0.566967
sample 5942 incorrect/failed threshold, score = 0.633580
sample 5943 no tones detected, score = 0.542091
sample 5944 correct, score = 0.248037
sample 5945 correct/failed threshold, score = 0.583056
sample 5946 correct/failed threshold, score = 0.601928
sample 5947 correct, score = 0.508125
sample 5948 no tones detected, score = 0.578267
sample 5949 correct, score = 0.399187
sample 5950 incorrect/failed threshold, score = 0.608499
sample 5951 no tones detected, score = 0.561408
sample 5952 correct, score = 0.300867
sample 5953 correct, score = 0.524789
sample 5954 correct, score = 0.545673
sample 5955 no tones detected, score = 0.569244
sample 5956 correct, score = 0.382859
sample 5957 incorrect/failed threshold, score = 0.581382
sample 5958 no tones detected, score = 0.573265
sample 5959 correct, score = 0.574351
sample 5960 correct, score = 0.423996
sample 5961 correct, score = 0.268740
sample 5962 incorrect/failed threshold, score = 0.749341
sample 5963 incorrect/failed threshold, score = 0.699084
sample 5964 no tones detected, score = 0.574317
sample 5965 correct, score = 0.569360
sample 5966 correct/failed threshold, score = 0.716386
sample 5967 incorrect/failed threshold, score = 0.651740
sample 5968 correct, score = 0.300578
sample 5969 correct, score = 0.315448
sample 5970 correct, score = 0.346585
sample 5971 tone not detected, 1 false positives, score = 0.466091
sample 5972 correct/failed threshold, score = 0.621024
sample 5973 incorrect/failed threshold, score = 0.628217
sample 5974 incorrect/failed threshold, score = 0.655727
sample 5975 tone not detected, 1 false positives, score = 0.531382
sample 5976 incorrect/failed threshold, score = 0.587124
sample 5977 correct/failed threshold, score = 0.639398
sample 5978 correct, score = 0.365611
sample 5979 correct, score = 0.483886
sample 5980 incorrect/failed threshold, score = 0.599057
sample 5981 correct, score = 0.250403
sample 5982 correct/failed threshold, score = 0.593440
sample 5983 correct, score = 0.515344
sample 5984 correct, score = 0.207410
sample 5985 correct, score = 0.552402
sample 5986 incorrect/failed threshold, score = 0.640559
sample 5987 no tones detected, score = 0.544480
sample 5988 incorrect/failed threshold, score = 0.614483
sample 5989 tone not detected, 1 false positives, score = 0.485689
sample 5990 correct, score = 0.300116
sample 5991 correct, score = 0.451028
sample 5992 tone not detected, 1 false positives, score = 0.387181
sample 5993 incorrect/failed threshold, score = 0.634668
sample 5994 correct, score = 0.536136
sample 5995 correct, score = 0.536916
sample 5996 correct, score = 0.351500
sample 5997 correct/failed threshold, score = 0.584141
sample 5998 correct, score = 0.324620
sample 5999 correct, score = 0.271461
sample 6000 correct/failed threshold, score = 0.668580
sample 6001 correct, score = 0.472690
sample 6002 correct, score = 0.326118
sample 6003 correct, score = 0.486843
sample 6004 correct, score = 0.248494
sample 6005 correct, score = 0.392774
sample 6006 correct, score = 0.415807
sample 6007 correct, score = 0.501909
sample 6008 correct/failed threshold, score = 0.693908
sample 6009 correct, score = 0.409839
sample 6010 no tones detected, score = 0.544578
sample 6011 no tones detected, score = 0.565311
sample 6012 correct, score = 0.388455
sample 6013 correct/failed threshold, score = 0.588521
sample 6014 correct, score = 0.538460
sample 6015 correct, score = 0.402147
sample 6016 correct, score = 0.464519
sample 6017 correct, score = 0.328513
sample 6018 correct, score = 0.512040
sample 6019 no tones detected, score = 0.526553
sample 6020 incorrect/failed threshold, score = 0.583014
sample 6021 correct, score = 0.443016
sample 6022 incorrect/failed threshold, score = 0.590562
sample 6023 correct, score = 0.272768
sample 6024 correct, score = 0.427935
sample 6025 correct, score = 0.223822
sample 6026 incorrect/failed threshold, score = 0.618764
sample 6027 correct, score = 0.517826
sample 6028 correct, score = 0.439154
sample 6029 incorrect/failed threshold, score = 0.671738
sample 6030 incorrect/failed threshold, score = 0.643904
sample 6031 correct/failed threshold, score = 0.609535
sample 6032 correct, score = 0.376390
sample 6033 incorrect/failed threshold, score = 0.588979
sample 6034 tone not detected, 1 false positives, score = 0.478669
sample 6035 correct, score = 0.204008
sample 6036 correct, score = 0.485380
sample 6037 correct/failed threshold, score = 0.583219
sample 6038 correct, score = 0.292900
sample 6039 correct, score = 0.340292
sample 6040 correct, score = 0.310415
sample 6041 tone not detected, 1 false positives, score = 0.493337
sample 6042 no tones detected, score = 0.556940
sample 6043 correct, score = 0.550964
sample 6044 tone not detected, 1 false positives, score = 0.442146
sample 6045 correct, score = 0.472366
sample 6046 incorrect/failed threshold, score = 0.629700
sample 6047 incorrect/failed threshold, score = 0.633676
sample 6048 correct, score = 0.438817
sample 6049 tone not detected, 1 false positives, score = 0.352763
sample 6050 tone not detected, 1 false positives, score = 0.459204
sample 6051 incorrect/failed threshold, score = 0.608858
sample 6052 correct/failed threshold, score = 0.619438
sample 6053 no tones detected, score = 0.574374
sample 6054 correct, score = 0.289002
sample 6055 correct, score = 0.444248
sample 6056 correct, score = 0.325349
sample 6057 incorrect/failed threshold, score = 0.624907
sample 6058 tone not detected, 2 false positives, score = 0.501102
sample 6059 correct, score = 0.267942
sample 6060 no tones detected, score = 0.570345
sample 6061 correct, score = 0.458094
sample 6062 no tones detected, score = 0.547604
sample 6063 correct, score = 0.392825
sample 6064 no tones detected, score = 0.577634
sample 6065 correct, score = 0.280108
sample 6066 incorrect/failed threshold, score = 0.701642
sample 6067 correct with 1 false positives, score = 0.519618
sample 6068 correct, score = 0.377374
sample 6069 incorrect/failed threshold, score = 0.632887
sample 6070 correct, score = 0.426888
sample 6071 correct, score = 0.555799
sample 6072 correct, score = 0.384049
sample 6073 correct, score = 0.417047
sample 6074 correct, score = 0.399347
sample 6075 correct, score = 0.553135
sample 6076 correct, score = 0.555324
sample 6077 correct, score = 0.366940
sample 6078 correct, score = 0.400646
sample 6079 correct, score = 0.377535
sample 6080 incorrect/failed threshold, score = 0.596151
sample 6081 correct, score = 0.488506
sample 6082 correct, score = 0.328706
sample 6083 correct, score = 0.168487
sample 6084 correct, score = 0.405361
sample 6085 correct, score = 0.278230
sample 6086 correct, score = 0.242344
sample 6087 correct, score = 0.287715
sample 6088 correct, score = 0.358004
sample 6089 correct/failed threshold, score = 0.586137
sample 6090 correct, score = 0.530141
sample 6091 correct, score = 0.440879
sample 6092 correct, score = 0.275789
sample 6093 correct, score = 0.335522
sample 6094 correct, score = 0.239332
sample 6095 incorrect/failed threshold, score = 0.587911
sample 6096 correct, score = 0.309985
sample 6097 correct, score = 0.307253
sample 6098 correct/failed threshold, score = 0.587619
sample 6099 incorrect/failed threshold, score = 0.671128
sample 6100 incorrect/failed threshold, score = 0.630561
sample 6101 incorrect/failed threshold, score = 0.644685
sample 6102 correct, score = 0.470788
sample 6103 correct, score = 0.202601
sample 6104 incorrect/failed threshold, score = 0.784968
sample 6105 incorrect/failed threshold, score = 0.640891
sample 6106 correct, score = 0.367720
sample 6107 no tones detected, score = 0.571002
sample 6108 correct, score = 0.243328
sample 6109 no tones detected, score = 0.572325
sample 6110 incorrect/failed threshold, score = 0.641479
sample 6111 correct, score = 0.245101
sample 6112 incorrect/failed threshold, score = 0.712862
sample 6113 incorrect/failed threshold, score = 0.766029
sample 6114 correct, score = 0.493228
sample 6115 incorrect/failed threshold, score = 0.724155
sample 6116 correct, score = 0.510125
sample 6117 no tones detected, score = 0.564738
sample 6118 no tones detected, score = 0.559517
sample 6119 correct, score = 0.443895
sample 6120 no tones detected, score = 0.565586
sample 6121 tone not detected, 1 false positives, score = 0.577769
sample 6122 correct, score = 0.574000
sample 6123 correct, score = 0.563789
sample 6124 correct, score = 0.548109
sample 6125 correct, score = 0.563760
sample 6126 correct, score = 0.289600
sample 6127 correct, score = 0.428166
sample 6128 correct/failed threshold, score = 0.587694
sample 6129 correct, score = 0.319086
sample 6130 correct, score = 0.335943
sample 6131 correct, score = 0.478654
sample 6132 correct, score = 0.286790
sample 6133 correct/failed threshold, score = 0.701852
sample 6134 correct, score = 0.218955
sample 6135 correct/failed threshold, score = 0.588180
sample 6136 correct, score = 0.464505
sample 6137 correct, score = 0.315375
sample 6138 correct, score = 0.233006
sample 6139 tone not detected, 1 false positives, score = 0.447182
sample 6140 correct, score = 0.473464
sample 6141 correct, score = 0.492700
sample 6142 correct, score = 0.500195
sample 6143 correct, score = 0.360943
sample 6144 correct, score = 0.179598
sample 6145 incorrect/failed threshold, score = 0.616669
sample 6146 correct, score = 0.513656
sample 6147 incorrect/failed threshold, score = 0.612787
sample 6148 correct, score = 0.269098
sample 6149 correct, score = 0.376893
sample 6150 correct, score = 0.245872
sample 6151 correct, score = 0.554104
sample 6152 tone not detected, 1 false positives, score = 0.550475
sample 6153 correct, score = 0.351035
sample 6154 no tones detected, score = 0.519135
sample 6155 correct, score = 0.368225
sample 6156 no tones detected, score = 0.557060
sample 6157 correct/failed threshold, score = 0.704933
sample 6158 tone not detected, 1 false positives, score = 0.365459
sample 6159 correct, score = 0.506356
sample 6160 incorrect/failed threshold, score = 0.613511
sample 6161 correct, score = 0.563251
sample 6162 correct, score = 0.420786
sample 6163 correct, score = 0.429439
sample 6164 correct, score = 0.572797
sample 6165 correct, score = 0.163750
sample 6166 incorrect/failed threshold, score = 0.643361
sample 6167 incorrect/failed threshold, score = 0.645402
sample 6168 correct, score = 0.488773
sample 6169 no tones detected, score = 0.566313
sample 6170 correct, score = 0.466860
sample 6171 correct/failed threshold, score = 0.611422
sample 6172 correct, score = 0.378900
sample 6173 correct, score = 0.578623
sample 6174 correct, score = 0.512855
sample 6175 no tones detected, score = 0.554839
sample 6176 correct, score = 0.375189
sample 6177 correct/failed threshold, score = 0.785139
sample 6178 correct/failed threshold, score = 0.611532
sample 6179 no tones detected, score = 0.555334
sample 6180 correct, score = 0.410749
sample 6181 no tones detected, score = 0.551632
sample 6182 correct, score = 0.352372
sample 6183 correct, score = 0.565475
sample 6184 correct/failed threshold, score = 0.615907
sample 6185 correct, score = 0.471299
sample 6186 correct, score = 0.557478
sample 6187 correct, score = 0.305179
sample 6188 correct, score = 0.418985
sample 6189 incorrect/failed threshold, score = 0.654495
sample 6190 correct, score = 0.426770
sample 6191 no tones detected, score = 0.557672
sample 6192 correct, score = 0.381464
sample 6193 no tones detected, score = 0.558254
sample 6194 correct, score = 0.421626
sample 6195 correct/failed threshold, score = 0.603798
sample 6196 incorrect/failed threshold, score = 0.589535
sample 6197 correct/failed threshold, score = 0.618252
sample 6198 incorrect/failed threshold, score = 0.597609
sample 6199 correct, score = 0.515983
sample 6200 incorrect/failed threshold, score = 0.626273
sample 6201 incorrect/failed threshold, score = 0.675227
sample 6202 correct, score = 0.335441
sample 6203 correct/failed threshold, score = 0.651045
sample 6204 correct, score = 0.357614
sample 6205 correct, score = 0.523577
sample 6206 incorrect/failed threshold, score = 0.585781
sample 6207 correct/failed threshold, score = 0.757883
sample 6208 incorrect/failed threshold, score = 0.661824
sample 6209 tone not detected, 1 false positives, score = 0.531280
sample 6210 correct/failed threshold, score = 0.588612
sample 6211 correct, score = 0.333438
sample 6212 correct/failed threshold, score = 0.670039
sample 6213 correct/failed threshold, score = 0.590990
sample 6214 correct, score = 0.480896
sample 6215 tone not detected, 1 false positives, score = 0.475121
sample 6216 correct, score = 0.511837
sample 6217 tone not detected, 1 false positives, score = 0.462368
sample 6218 correct, score = 0.233789
sample 6219 correct, score = 0.533449
sample 6220 correct, score = 0.565963
sample 6221 correct, score = 0.262902
sample 6222 correct, score = 0.358137
sample 6223 correct, score = 0.455412
sample 6224 tone not detected, 1 false positives, score = 0.484867
sample 6225 correct with 1 false positives, score = 0.403883
sample 6226 incorrect/failed threshold, score = 0.594206
sample 6227 correct, score = 0.487343
sample 6228 no tones detected, score = 0.524303
sample 6229 no tones detected, score = 0.571630
sample 6230 incorrect/failed threshold, score = 0.585264
sample 6231 no tones detected, score = 0.559025
sample 6232 tone not detected, 1 false positives, score = 0.576059
sample 6233 correct, score = 0.528989
sample 6234 correct, score = 0.287431
sample 6235 correct, score = 0.295483
sample 6236 correct, score = 0.305341
sample 6237 correct, score = 0.574471
sample 6238 correct, score = 0.539750
sample 6239 correct, score = 0.204682
sample 6240 correct, score = 0.278583
sample 6241 correct, score = 0.407604
sample 6242 correct, score = 0.123402
sample 6243 correct, score = 0.572164
sample 6244 correct, score = 0.343076
sample 6245 correct, score = 0.544718
sample 6246 correct, score = 0.536977
sample 6247 correct, score = 0.469070
sample 6248 incorrect/failed threshold, score = 0.590168
sample 6249 incorrect/failed threshold, score = 0.580954
sample 6250 correct, score = 0.540604
sample 6251 correct, score = 0.359135
sample 6252 correct/failed threshold, score = 0.587764
sample 6253 incorrect/failed threshold, score = 0.597470
sample 6254 correct, score = 0.435549
sample 6255 correct, score = 0.532872
